year	division	category	winner	award
2016	Arts & Entertainment	Textile Arts	Thimbles And Threads	medal
2016	Arts & Entertainment	Videography	A Love Story	medal
2016	Arts & Entertainment	Vocal Group	GENTRI	medal
2016	Arts & Entertainment	Vocal/Instrumental Band	Caleb Chapman's Crescent Super Band	medal
2016	Arts & Entertainment	Wedding Photography	Pepper Nix Photography	medal
2016	Arts & Entertainment	Youth Instrumental Group	Caleb Chapman's Little Big Band	medal
2016	Arts & Entertainment	Youth Small Ensemble	Farmington Junior High Percussion Ensemble	medal
2016	Business Services	Accounting	Mantyla McReynolds LLC	medal
2016	Business Services	Advertising Agencies	EKR	medal
2016	Business Services	Banking	Town & Country Bank	medal
2016	Business Services	Commercial Animal Care	Utah Dog Park, Dr. Pam Nichols	medal
2016	Business Services	Commercial Architecture	FFKR Architects	medal
2016	Business Services	Commercial Building Subcontractor	Mountain Crane Service	medal
2016	Business Services	Construction - Commercial	Jacobsen Construction Company, Inc.	medal
2016	Business Services	Data Services	Cicero Group	medal
2016	Business Services	Employment/Talent Agencies	NIYA Management	medal
2016	Business Services	Environmental Impact	Auric Solar	medal
2016	Business Services	Farm Equipment & Supplies	Black Dirt Organics LLC	medal
2016	Business Services	Financial Services	Discover Financial Services	medal
2016	Business Services	Flood/Disaster Services	BELFOR Property Restoration	medal
2016	Business Services	Food Services & Distributors	Nicholas and Company	medal
2016	Business Services	Freight/Logistics	PigeonShip	medal
2016	Business Services	Graphic Design	EKR	medal
2016	Business Services	Health Care Facilities	OnSite Care, Inc.	medal
2016	Business Services	Industrial Equipment	Tycon Systems Inc.	medal
2016	Business Services	Insurance	Equitable Life & Casualty Insurance Company	medal
2016	Business Services	Investment Advisory Services	Paragon Wealth Management	medal
2016	Business Services	Language Services	US Translation Company	medal
2016	Business Services	Maintenance	Lawn Butler	medal
2016	Business Services	Miscellaneous Services	Interwest Paper, Inc.	medal
2016	Business Services	Mortgage Banking	Academy Mortgage Corporation	medal
2016	Business Services	Mortgage Broker	SecurityNational Mortgage	medal
2016	Business Services	Nursing	Community Nursing Services Home Health & Hospice	medal
2016	Business Services	Payroll/Benefits	Payroll Experts, Inc	medal
2016	Business Services	Pharmacies	Depot Drug	medal
2016	Business Services	Physical Therapy	Registered Physical Therapists, Inc	medal
2016	Business Services	Product Distribution	Auric Solar	medal
2016	Business Services	Property Management	Real Property Management	medal
2016	Business Services	Public Relations	Intrepid	medal
2016	Business Services	Real Estate/Appraisal	Coldwell Banker Residential Brokerage	medal
2016	Business Services	Retirement Planning	Cambridge Financial	medal
2016	Business Services	Title/Escrow	Novation Title Insurance Agency	medal
2016	Community Development	Animal Services	Davis County Animal Care & Control	medal
2016	Community Development	Appointed Official	David F. Pack, Ph.D.	medal
2016	Community Development	Associations/Chambers	Historic 25th Street Association	medal
2016	Community Development	Charitable/Service Organization	Community Nursing Services Home Care & Hospice	medal
2016	Community Development	City Planning	David F. pack, Ph.D.	medal
2016	Community Development	Community Communications	Intrepid	medal
2016	Community Development	Corporate Giving	Zions Bank	medal
2016	Community Development	Economic Development	Lagoon	medal
2016	Community Development	Education/Advocacy Organization	Apex Behavior Consulting-Breanne Berg	medal
2016	Community Development	Elected State Official	Utah Attorney General Sean Reyes	medal
2016	Community Development	Employer	USANA Health Sciences	medal
2016	Community Development	Entrepreneur	Rudy Larsen	medal
2016	Community Development	Government Relations	RRJ Consulting	medal
2016	Community Development	Individual Humanitarian	Deondra Brown	medal
2016	Community Development	Individual Volunteer	David F. Pack, Ph.D.	medal
2016	Community Development	International Business	International Armoring Corporation	medal
2016	Community Development	Large Business	Wheeler Machinery Co.	medal
2016	Community Development	Library	Springville Public Library	medal
2016	Community Development	Public Safety	Utah Attorney General: Investigations Division	medal
2016	Community Development	Public Works	Salt Lake County Public Works	medal
2016	Community Development	Small Business (under $5M/year)	Western Timber Frame	medal
2016	Community Development	State Agency/Office	Utah Attorney General's Office: Sean D. Reyes	medal
2016	Community Development	Web-based Community Resource	Utah Attorney General: White Collar Crime Registry	medal
2016	Community Development	Web-based Community Resource	Utah.Gov	medal
2016	Dining Establishments	American	The Ridge Cafe and Market	medal
2016	Dining Establishments	American	Wingstop	medal
2016	Dining Establishments	American Contemporary	Cliffside Restaurant	medal
2016	Dining Establishments	American Continental	Harvest Restaurant	medal
2016	Dining Establishments	American Pub	Drafts Sports Bar & Grill	medal
2016	Dining Establishments	American Traditional	Sizzler	medal
2016	Dining Establishments	American Traditional	Spencer's for Steaks and Chops	medal
2016	Dining Establishments	Asian Grill	HuHot Mongolian Grill	medal
2016	Dining Establishments	Asian/Pacific	Koko Kitchen	medal
2016	Dining Establishments	Asian/Pacific	Rumbi Island Grill	medal
2016	Dining Establishments	Authentic Mexican	Blue Iguana	medal
2016	Dining Establishments	Baked Goods	Kneaders Bakery & Cafe	medal
2016	Dining Establishments	Baked Goods	PIERRE COUNTRY BAKERY	medal
2016	Dining Establishments	Bakery	Gourmandise	medal
2016	Dining Establishments	Bakery Breakfast	Kneaders Bakery & Cafe	medal
2016	Dining Establishments	Bakery Sandwiches	PIERRE COUNTRY BAKERY	medal
2016	Dining Establishments	Bakery Sandwiches	Village Baker Group	medal
2016	Dining Establishments	Barbecue	Huntsville Barbecue Company	medal
2016	Dining Establishments	Boutique Wine List	The Granary	medal
2016	Dining Establishments	Brats and Hot Dogs	Dexter's Dog	medal
2016	Dining Establishments	Breakfast	Dunkin' Donuts	medal
2016	Dining Establishments	Breakfast	Penny Ann's Cafe	medal
2016	Dining Establishments	Buffet Brunch	Grand America Sunday Brunch	medal
2016	Dining Establishments	Cafe	BAKE 360	medal
2016	Dining Establishments	Cafe	PIERRE COUNTRY BAKERY	medal
2016	Dining Establishments	Cakes	Nothing Bundt Cakes	medal
2016	Dining Establishments	Chef	Nick Lees, Edge Steakhouse	medal
2016	Dining Establishments	Chicken	Wing Nutz	medal
2016	Dining Establishments	Chinese	Hong Kong Tea House and Restaraunt	medal
2016	Dining Establishments	Chinese	J Wong's Asian Bistro	medal
2016	Dining Establishments	Classic Pizza	Little Caesars	medal
2016	Dining Establishments	Confections	Mrs. Cavanaughs's Chocolates and Ice Cream	medal
2016	Dining Establishments	Cookies	From Scratch Bake Shop	medal
2016	Dining Establishments	Designer Cakes	Mrs Backer's Pastry Shop	medal
2016	Dining Establishments	Diner	Black Bear Diner	medal
2016	Dining Establishments	Diner	Brick House Cafe	medal
2016	Dining Establishments	European	Goldener Hirsch Restaurant - Chef Ryan Burnham	medal
2016	Dining Establishments	Family Pizza	Summit Inn Pizza & Ice Cream	medal
2016	Dining Establishments	Franchise Burgers	Red Robin Gourmet Burgers	medal
2016	Dining Establishments	Franchise Sandwiches	Firehouse Subs	medal
2016	Dining Establishments	French Classical	La Caille	medal
2016	Dining Establishments	Frozen Desserts	Farr's Fresh Cafes	medal
2016	Dining Establishments	Frozen Yogurt	Menchie's St George	medal
2016	Dining Establishments	Gastro Pub	Whiskey Street	medal
2016	Dining Establishments	Gourmet Bistro	Gourmandise	medal
2016	Dining Establishments	Gourmet Burgers	Drafts Sports Bar & Grill	medal
2016	Dining Establishments	Gourmet Cakes	Cakes de Fleur	medal
2016	Dining Establishments	Gourmet Cookies	Over The Top Cookies	medal
2016	Dining Establishments	Gourmet Pizza	The Ridge Cafe and Market	medal
2016	Dining Establishments	Ice Cream	Leatherby's Family Creamery	medal
2016	Dining Establishments	Ice Cream	NIELSEN'S FROZEN CUSTARD - HOLLADAY	medal
2016	Dining Establishments	Indian	India Palace	medal
2016	Dining Establishments	Italian	Fratelli Ristorante	medal
2016	Dining Establishments	Italian	Oregano Italian Kitchen	medal
2016	Dining Establishments	Japanese	Tona Sushi Bar and Grill	medal
2016	Dining Establishments	Juices	Mend Juicery	medal
2016	Dining Establishments	Latin American	Empanada Express	medal
2016	Dining Establishments	Latin American	Oteo	medal
2016	Dining Establishments	Local Burgers	Bona Vita Italian Bistro	medal
2016	Dining Establishments	Local Burgers	Hi-Mountain	medal
2016	Dining Establishments	Local Pizza	Village Baker Group	medal
2016	Dining Establishments	Local Sandwiches	Moochie's Meatballs and More	medal
2016	Dining Establishments	Lunch Special	Cliffside Restaurant	medal
2016	Dining Establishments	Mediterranean/Middle Eastern	Layla Grill	medal
2016	Dining Establishments	Mexican	Cafe Rio Mexican Grill	medal
2016	Dining Establishments	Mexican	Costa Vida Fresh Mexican Grill	medal
2016	Dining Establishments	Modern Bistro	Bona Vita Italian Bistro	medal
2016	Dining Establishments	Modern Indian	Karma Indian Cuisine	medal
2016	Dining Establishments	New American	La Jolla Groves	medal
2016	Dining Establishments	Northern European	Blue Boar Inn & Restaurant	medal
2016	Dining Establishments	Pasta	Bona Vita Italian Bistro	medal
2016	Dining Establishments	Pastries	BAKE 360	medal
2016	Dining Establishments	Pastries	La Bonne Vie	medal
2016	Dining Establishments	Pastries	PIERRE COUNTRY BAKERY	medal
2016	Dining Establishments	Pizza - Custom Gourmet	Malawi's Pizza	medal
2016	Dining Establishments	Pizza - N.Y. Style	Cafe Galleria	medal
2016	Dining Establishments	Plated Brunch	Blue Boar Inn & Restaurant	medal
2016	Dining Establishments	Private Club	Park Meadows Country Club	medal
2016	Dining Establishments	Salads	Cafe Zupas	medal
2016	Dining Establishments	Sandwiches	Cafe Zupas	medal
2016	Dining Establishments	Seafood	Cliffside Restaurant	medal
2016	Dining Establishments	Shakes	Hi-Mountain	medal
2016	Dining Establishments	Smoothies	The Orange Peel, Inc.	medal
2016	Dining Establishments	Soup	Cafe Zupas	medal
2016	Dining Establishments	Soup	Home of the Train/Dairy Keen	medal
2016	Dining Establishments	Southern Barbecue	Smokehouse BBQ and Burgers	medal
2016	Dining Establishments	Specialty Beverages	caffe d'bolla	medal
2016	Dining Establishments	Specialty Foods	Home of the Train/Dairy Keen	medal
2016	Dining Establishments	Steaks	Edge Steakhouse	medal
2016	Dining Establishments	Steaks	Ruby River Steakhouse	medal
2016	Dining Establishments	Sushi	Same Sushi	medal
2016	Dining Establishments	Sushi	Tona Sushi Bar and Grill	medal
2016	Dining Establishments	Szechwan Chinese	Szechwan Chinese Kitchen	medal
2016	Dining Establishments	Texas Barbecue	Bam Bam's BBQ	medal
2016	Dining Establishments	Texas Barbecue	Sonny Boy's Barbecue	medal
2016	Dining Establishments	Thai	Aroy-D Thai Cuisine	medal
2016	Dining Establishments	Thai	Bangkok Garden	medal
2016	Dining Establishments	Traditional Indian	Taste of India	medal
2016	Dining Establishments	Traditional Pizza	Marco's Pizza	medal
2016	Dining Establishments	Vietnamese	Bangkok Garden	medal
2016	Dining Establishments	Western Barbecue	Holy Smoke BBQ and Grill	medal
2016	Dining Establishments	Wine List	Edge Steakhouse	medal
2016	Dining Establishments	Wine Service	Wasatch Academy of Wine	medal
2016	Education	Adjunct Professor	David F. Pack, Ph.D.	medal
2016	Education	Administrator	Adrian Tyler Juchau	medal
2016	Education	Adult Education	National Institute of Medical Aesthetics	medal
2016	Education	Alternative Education	Denda Academy	medal
2016	Education	Arts in Education	Treehouse Children's Museum	medal
2016	Education	Charter School	Mountain Heights Academy	medal
2016	Education	College/University Student	Mauricio Takashi Kiyama	medal
2016	Education	College/University Teacher	Scott Newman	medal
2016	Education	Continuing Education	National Institute of Medical Aesthetics	medal
2016	Education	Curriculum Development	Mountain Heights Academy	medal
2016	Education	Early Childhood Educator	Kids Village	medal
2016	Education	Educational Institution or Service	Wasatch Academy	medal
2016	Education	K-12 Online Education	Mountain Heights Academy	medal
2016	Education	Management/Employee Training	eLearning Brothers	medal
2016	Education	Music Education	Caleb Chapman	medal
2016	Education	On-line Education	Western Governors University	medal
2016	Education	Principal	Joseph Loftin	medal
2016	Education	Private Preschool	Kids Village	medal
2016	Education	Private School K-12	Wasatch Academy	medal
2016	Education	Public School K-12	Lone Peak High School	medal
2016	Education	Seminar Training/Education	LDSBC's Foundations for Success & L2E Conferences	medal
2016	Education	Special Education	Kids on the Move	medal
2016	Education	Special Interest Education	National Institute of Medical Aesthetics	medal
2016	Education	Support Personnel	Provo City School District Child Nutrition Program	medal
2016	Education	Vocational Training - Private	LDS Business College	medal
2016	Education	Vocational Training - Public	Ogden-Weber Applied Technology College	medal
2016	Education	Volunteer Service	Roxane O. Whyte	medal
2016	Hospitality, Travel & Tourism	Adventure Travel	Western River Expeditions / Moab Adventure Center	medal
2016	Hospitality, Travel & Tourism	Attractions	Lagoon	medal
2016	Hospitality, Travel & Tourism	Bed & Breakfast	Blue Boar Inn	medal
2016	Hospitality, Travel & Tourism	Bridal/Wedding Services	Beautiful Wedding Announcements	medal
2016	Hospitality, Travel & Tourism	Caterers	Culinary Crafts	medal
2016	Hospitality, Travel & Tourism	Convention and Meeting Facilities	The Grand America Hotel	medal
2016	Hospitality, Travel & Tourism	Convention and Meeting Services	Webb Audio Visual Event Production	medal
